CustomerID,Recency,Frequency,Monetary,TotalQuantity,AvgUnitPrice,Country,Cluster
13464.0,57,1,674.68,403,3.205609756097561,United Kingdom,1
13466.0,183,1,307.9,259,2.841764705882353,United Kingdom,0
13467.0,10,2,1083.71,584,2.731818181818182,United Kingdom,1
13468.0,1,37,5704.97,2589,4.103245033112583,United Kingdom,1
13470.0,98,2,165.0,100,1.65,United Kingdom,1
13471.0,0,4,2531.58,1590,2.507538461538461,United Kingdom,1
13473.0,60,2,422.64,266,3.728095238095238,United Kingdom,1
13474.0,235,1,229.59,132,2.32265625,United Kingdom,0
13475.0,190,4,1431.78,1012,2.8886046511627907,United Kingdom,0
13476.0,178,2,1238.47,417,8.79551724137931,United Kingdom,0
13477.0,37,6,1454.58,1021,2.530886075949367,United Kingdom,1
13479.0,200,2,300.95,134,4.6466666666666665,United Kingdom,0
13481.0,45,5,1804.56,1142,2.2855963302752293,United Kingdom,1
13482.0,231,1,184.64,116,2.439090909090909,United Kingdom,0
13483.0,65,1,140.34,160,1.0559999999999998,United Kingdom,1
13484.0,240,1,313.8,44,7.5,United Kingdom,0
13485.0,232,1,454.24,277,2.425217391304348,United Kingdom,0
13486.0,77,3,1122.41,669,2.91,United Kingdom,1
13487.0,57,3,575.4,265,4.451176470588235,United Kingdom,1
13488.0,16,13,8968.31,4518,3.4669194312796208,United Kingdom,1
13489.0,104,4,449.52,560,1.417142857142857,United Kingdom,1
13491.0,51,10,1215.82,903,3.372093023255814,United Kingdom,1
13492.0,135,3,1269.84,408,4.5016,Switzerland,1
13493.0,274,2,618.63,380,12.89625,Switzerland,0
13494.0,311,1,316.26000000000005,162,3.665,United Kingdom,0
13495.0,7,5,2044.87,829,2.5783333333333336,United Kingdom,1
13496.0,10,2,653.33,341,3.108285714285714,United Kingdom,1
13497.0,282,2,348.05,163,2.973684210526316,United Kingdom,0
13499.0,17,5,1159.11,1365,2.131666666666667,United Kingdom,1
13500.0,22,3,1166.77,609,3.627076923076923,United Kingdom,1
13501.0,287,1,1340.32,560,3.732115384615384,Switzerland,0
13502.0,16,3,292.0,264,1.7977777777777777,United Kingdom,1
13503.0,70,1,216.85,248,2.1811764705882357,United Kingdom,1
13504.0,63,1,295.93,178,3.7018181818181817,United Kingdom,1
13505.0,72,4,4393.63,2486,3.2970232558139534,Switzerland,1
13506.0,315,2,458.52,324,2.8611538461538464,United Kingdom,0
13507.0,2,4,2479.16,1597,3.3541975308641976,United Kingdom,1
13508.0,243,1,110.97,24,5.1925,United Kingdom,0
13509.0,8,7,979.72,1106,1.3643181818181818,United Kingdom,1
13510.0,0,4,1791.56,1386,2.385913043478261,United Kingdom,1
13512.0,260,1,251.21,143,4.1353333333333335,United Kingdom,0
13513.0,126,1,205.1,109,3.685,United Kingdom,1
13514.0,73,1,152.20000000000002,40,4.175000000000001,United Kingdom,1
13515.0,72,4,891.12,681,2.1654237288135594,United Kingdom,1
13516.0,20,3,1389.41,985,2.9477272727272723,United Kingdom,1
13517.0,59,3,2128.42,1369,2.921631205673759,United Kingdom,1
13518.0,85,1,659.4399999999999,392,2.7518421052631576,United Kingdom,1
13519.0,77,1,122.75,23,6.34375,United Kingdom,1
13520.0,58,6,3624.35,1649,4.549462365591398,Switzerland,1
13521.0,0,3,1093.65,736,1.8141743119266056,United Kingdom,1
13522.0,29,1,125.8,44,3.2700000000000005,United Kingdom,1
13523.0,32,5,3964.88,1752,6.2013372093023245,United Kingdom,1
13524.0,40,5,680.1800000000001,324,3.4651851851851854,United Kingdom,1
13525.0,14,2,628.78,394,3.901666666666667,United Kingdom,1
13527.0,33,7,2287.51,1692,2.858340807174888,United Kingdom,1
13529.0,78,2,307.76,74,5.598666666666667,United Kingdom,1
13531.0,204,2,483.8,174,4.539545454545455,United Kingdom,0
13532.0,33,1,210.31,129,2.223181818181818,United Kingdom,1
13533.0,182,3,270.79,204,1.9332894736842103,United Kingdom,0
13534.0,1,25,5870.08,2961,2.811013513513514,United Kingdom,1
13536.0,0,7,3448.29,2136,3.2182681564245814,United Kingdom,1
13538.0,42,7,1280.85,175,7.4764,United Kingdom,1
13539.0,85,3,631.34,320,4.195135135135135,United Kingdom,1
13544.0,39,2,291.41,127,2.943448275862069,United Kingdom,1
13546.0,11,3,626.99,359,2.204285714285714,United Kingdom,1
13548.0,95,2,682.41,441,2.8149193548387097,United Kingdom,1
13549.0,25,7,918.2,458,3.5321568627450985,United Kingdom,1
13551.0,318,1,91.8,12,7.65,United Kingdom,0
13552.0,65,12,3740.07,1417,3.911284403669725,United Kingdom,1
13555.0,73,4,4149.28,2660,2.388235294117647,United Kingdom,1
13557.0,27,2,584.06,546,1.4773529411764703,United Kingdom,1
13558.0,5,4,605.06,344,2.2094857142857145,United Kingdom,1
13560.0,6,1,174.37,64,2.9854545454545454,United Kingdom,1
13561.0,215,1,141.86,83,3.5464285714285717,United Kingdom,0
13562.0,81,3,1799.33,757,3.83719512195122,United Kingdom,1
13563.0,83,2,777.53,209,8.512857142857143,United Kingdom,1
13564.0,143,3,1749.02,661,10.248795180722892,United Kingdom,0
13565.0,18,2,240.22,172,1.7186842105263158,United Kingdom,1
13566.0,40,2,874.71,575,1.8909090909090909,United Kingdom,1
13568.0,172,1,192.85,70,3.001136363636364,United Kingdom,0
13569.0,16,2,373.75,164,3.1531764705882352,United Kingdom,1
13570.0,242,1,239.49,161,2.102592592592593,United Kingdom,0
13571.0,12,12,2092.32,1759,1.7267741935483871,United Kingdom,1
13572.0,205,1,1384.25,534,4.502424242424243,United Kingdom,0
13573.0,49,2,294.4,303,3.5473076923076925,United Kingdom,1
13575.0,22,5,732.0699999999999,449,2.1478260869565218,United Kingdom,1
13576.0,9,18,6717.34,2646,3.223492063492064,United Kingdom,1
13577.0,24,4,1687.6,791,3.086987951807229,United Kingdom,1
13579.0,14,2,467.04,176,4.260434782608695,United Kingdom,1
13581.0,308,1,118.0,30,4.48,United Kingdom,0
13583.0,155,1,781.03,725,2.0120754716981133,United Kingdom,0
13584.0,306,1,142.4,37,4.164583333333333,United Kingdom,0
13587.0,63,1,712.4,180,6.63625,United Kingdom,1
13588.0,15,9,2478.95,2606,1.376494252873563,United Kingdom,1
13589.0,14,2,379.65,114,6.701428571428571,United Kingdom,1
13590.0,10,6,1981.92,1848,1.8458620689655167,United Kingdom,1
13591.0,64,3,1117.13,485,3.979310344827586,United Kingdom,1
13592.0,35,4,247.96,84,6.26,United Kingdom,1
13593.0,107,5,2037.08,731,4.3735156250000005,United Kingdom,1
13594.0,52,1,396.97,359,1.5953846153846152,United Kingdom,1
13596.0,5,2,697.04,406,2.282951807228916,United Kingdom,1
13598.0,46,1,180.17,58,3.3560000000000003,United Kingdom,1
13599.0,0,21,5153.67,3294,2.7971659919028338,United Kingdom,1
13600.0,311,1,219.52,324,3.0642105263157893,United Kingdom,0
13601.0,44,2,693.32,548,1.8624242424242423,United Kingdom,1
13602.0,64,1,428.89,267,2.0608695652173914,United Kingdom,1
13603.0,25,1,164.34,164,2.111851851851852,United Kingdom,1
13606.0,28,3,280.54,279,2.2688372093023257,United Kingdom,1
13607.0,39,1,678.01,290,3.150612244897959,United Kingdom,1
13610.0,11,7,1131.88,516,2.878982300884956,United Kingdom,1
13611.0,88,3,1171.8,766,2.35472972972973,United Kingdom,1
13614.0,23,4,1610.46,570,3.7748756218905473,United Kingdom,1
13615.0,318,1,417.69,189,3.387391304347826,United Kingdom,0
13617.0,39,3,544.18,300,2.789772727272727,United Kingdom,1
13618.0,173,1,177.34,246,1.0353846153846151,United Kingdom,0
13621.0,116,1,213.85,343,1.1289473684210527,United Kingdom,1
13623.0,30,5,747.78,294,3.594444444444444,United Kingdom,1
13626.0,252,1,257.23,209,2.1405263157894736,United Kingdom,0
13627.0,58,5,1638.47,1269,2.9745652173913046,United Kingdom,1
13629.0,22,11,7792.36,4372,2.3242372881355933,United Kingdom,1
13630.0,4,7,2031.78,1391,2.003098591549296,United Kingdom,1
13631.0,99,11,3070.42,467,6.16090909090909,United Kingdom,1
13632.0,24,5,2121.27,1037,3.173561643835616,United Kingdom,1
13634.0,32,5,1575.16,704,3.3305851063829786,United Kingdom,1
13635.0,67,1,1071.03,677,2.405806451612903,United Kingdom,1
13636.0,36,5,949.12,592,3.785396825396825,United Kingdom,1
13637.0,51,3,810.5,409,2.365841584158416,United Kingdom,1
13638.0,15,1,122.64,93,2.9925,United Kingdom,1
13639.0,73,1,1033.34,800,1.443,United Kingdom,1
13642.0,215,1,354.8,173,3.251212121212121,United Kingdom,0
13643.0,30,3,519.44,273,2.394642857142857,United Kingdom,1
13644.0,15,4,2624.26,2067,3.043013698630137,United Kingdom,1
13645.0,119,1,252.1,158,3.37,United Kingdom,1
13647.0,9,4,1678.12,895,3.3203797468354432,United Kingdom,1
13649.0,256,2,346.6,139,3.191304347826087,United Kingdom,0
13650.0,16,6,1836.34,922,3.1525,United Kingdom,1
13651.0,34,2,94.2,33,6.058333333333334,United Kingdom,1
13652.0,45,3,1095.08,578,3.123333333333333,United Kingdom,1
13654.0,42,6,2707.33,2182,2.526686746987952,United Kingdom,1
13655.0,113,2,932.97,605,3.3296428571428573,United Kingdom,1
13656.0,164,2,379.65,490,1.7189795918367348,United Kingdom,0
13657.0,10,2,382.14,209,2.993125,United Kingdom,1
13658.0,9,5,2639.17,1019,4.0226851851851855,United Kingdom,1
13659.0,205,2,1573.2,894,3.829134615384616,United Kingdom,0
13662.0,85,3,897.76,543,3.28,United Kingdom,1
13663.0,178,1,189.47,91,4.5,United Kingdom,0
13666.0,59,3,84.65,41,3.7416666666666663,United Kingdom,1
13667.0,148,1,305.02,154,2.4348275862068967,United Kingdom,0
13668.0,2,21,6363.59,3742,2.976063829787234,United Kingdom,1
13669.0,50,2,218.55,237,2.7511111111111117,United Kingdom,1
13670.0,74,1,349.7,282,1.8768,United Kingdom,1
13672.0,300,2,186.39,57,4.463333333333334,United Kingdom,0
13673.0,18,2,396.92,119,3.301846153846154,United Kingdom,1
13675.0,150,2,486.8200000000001,330,1.9028,United Kingdom,0
13678.0,151,1,232.6,924,0.39375,United Kingdom,0
13680.0,0,4,3722.42,1936,2.205230769230769,United Kingdom,1
13681.0,17,4,827.83,360,2.902456140350877,United Kingdom,1
13682.0,186,1,59.5,10,7.083333333333333,United Kingdom,0
13684.0,285,1,67.23,39,1.7446666666666668,United Kingdom,0
13685.0,2,7,3119.44,5056,0.7007692307692308,United Kingdom,1
13686.0,182,1,72.0,70,1.1625,United Kingdom,0
13689.0,62,1,910.0,512,1.7,United Kingdom,1
13690.0,58,1,172.25,67,5.972222222222222,United Kingdom,1
13692.0,24,3,1488.32,1226,2.598490566037736,United Kingdom,1
13694.0,3,50,65039.62,63312,1.5689964788732396,United Kingdom,3
13695.0,30,15,2504.13,1603,2.646888888888889,United Kingdom,1
13697.0,38,1,151.29999999999998,177,1.393333333333333,United Kingdom,1
13699.0,154,1,308.58000000000004,66,6.306428571428572,United Kingdom,0
13700.0,25,10,2265.12,2304,1.585736040609137,United Kingdom,1
13703.0,317,1,99.5,10,9.95,United Kingdom,0
13704.0,4,9,2308.06,1531,3.328805970149254,United Kingdom,1
13705.0,7,3,711.86,363,7.608571428571427,United Kingdom,1
13706.0,302,1,330.79,189,2.774,United Kingdom,0
13707.0,266,2,806.41,351,4.463333333333334,United Kingdom,0
13708.0,270,1,296.88,306,2.057450980392157,United Kingdom,0
13709.0,3,13,6328.05,3516,3.551071428571429,United Kingdom,1
13710.0,31,1,180.48,176,1.16625,United Kingdom,1
13711.0,218,2,252.06,140,3.78,United Kingdom,0
13712.0,246,1,228.84,352,1.235,United Kingdom,0
13715.0,280,5,1079.34,563,2.284761904761905,United Kingdom,0
13716.0,268,1,138.28,138,1.4195238095238094,United Kingdom,0
13717.0,31,6,1445.01,1959,2.04343137254902,United Kingdom,1
13718.0,245,2,306.55,173,5.529166666666666,United Kingdom,0
13719.0,14,5,1041.68,609,3.266,United Kingdom,1
13720.0,116,4,799.9,501,3.17906976744186,United Kingdom,1
13721.0,35,1,524.14,316,2.8510714285714287,United Kingdom,1
13722.0,131,3,2375.41,1401,2.8843529411764703,United Kingdom,1
13723.0,216,1,199.85,43,5.283333333333333,United Kingdom,0
13725.0,49,8,1980.56,806,4.336057692307692,United Kingdom,1
13726.0,38,2,1079.66,1054,1.076190476190476,United Kingdom,1
13727.0,28,2,333.48,162,2.941,United Kingdom,1
13728.0,36,6,1016.14,458,5.451746031746032,United Kingdom,1
13730.0,135,2,752.6,488,3.238139534883721,United Kingdom,1
13731.0,218,2,610.59,278,4.289473684210527,United Kingdom,0
13732.0,27,1,491.86,498,1.58,United Kingdom,1
13735.0,24,4,2885.24,1130,4.036377551020408,United Kingdom,1
13736.0,4,2,731.9,497,2.177696335078534,United Kingdom,1
13737.0,199,1,339.6,125,3.848666666666667,United Kingdom,0
13739.0,17,1,216.9,54,5.483333333333333,United Kingdom,1
13740.0,240,1,350.75,425,1.5960869565217393,United Kingdom,0
13741.0,71,3,668.4300000000001,218,5.225588235294118,United Kingdom,1
13742.0,16,12,3131.02,1124,4.103551401869159,United Kingdom,1
13743.0,2,7,1341.6,1776,1.1202439024390245,United Kingdom,1
13744.0,94,2,1156.36,1249,1.7072222222222222,United Kingdom,1
13745.0,161,1,300.04,496,0.6456000000000001,United Kingdom,0
13747.0,373,1,79.6,8,9.95,United Kingdom,0
13748.0,95,5,948.25,439,3.996428571428571,United Kingdom,1
13750.0,53,5,1647.26,516,5.020416666666667,United Kingdom,1
13751.0,287,1,296.25,152,3.53,United Kingdom,0
13752.0,123,6,1186.28,876,3.0701315789473687,United Kingdom,1
13753.0,287,1,741.26,512,1.7942857142857145,United Kingdom,0
13754.0,151,2,282.6,214,2.3375,United Kingdom,0
13755.0,3,9,2161.35,1264,3.0728947368421053,United Kingdom,1
13756.0,1,14,5189.52,3188,2.7371126760563382,United Kingdom,1
13758.0,11,7,3190.55,1844,3.287948717948718,United Kingdom,1
13759.0,32,2,659.4100000000001,287,3.3628,United Kingdom,1
13760.0,53,2,286.79,197,1.984561403508772,United Kingdom,1
13761.0,49,2,1070.65,642,2.949428571428572,United Kingdom,1
13762.0,218,1,306.72,272,1.26,United Kingdom,0
13763.0,62,1,1714.96,728,2.598,United Kingdom,1
13764.0,70,3,1521.76,932,2.723990384615385,United Kingdom,1
13767.0,1,37,17220.36,7322,3.713532608695652,United Kingdom,1
13769.0,1,10,2796.51,1163,3.727777777777778,United Kingdom,1
13771.0,63,4,2634.45,1477,2.6267226890756303,United Kingdom,1
13772.0,33,3,1132.13,546,2.463898305084746,United Kingdom,1
13774.0,81,1,345.0,192,3.290909090909091,United Kingdom,1
13777.0,0,33,25977.16,12897,2.269137055837563,United Kingdom,1
13778.0,102,1,178.7,70,3.3,United Kingdom,1
13780.0,6,2,360.01,318,2.5831578947368423,United Kingdom,1
13781.0,250,1,127.84,30,4.557058823529411,United Kingdom,0
13782.0,12,6,912.0,371,3.508521739130435,United Kingdom,1
13784.0,9,11,2462.79,2493,2.6380645161290324,United Kingdom,1
13786.0,366,1,230.4,136,1.8928571428571428,United Kingdom,0
13787.0,75,2,309.04,337,2.4777419354838712,United Kingdom,1
13790.0,3,1,348.8,748,0.7717777777777777,United Kingdom,1
13791.0,127,2,1516.0,1200,1.2463636363636363,United Kingdom,1
13792.0,65,2,195.55,92,3.5461538461538464,United Kingdom,1
13798.0,0,57,37153.85,23948,2.1165329512893982,United Kingdom,1
13799.0,116,2,688.86,402,2.1302564102564103,United Kingdom,1
13800.0,309,1,558.32,331,2.553939393939394,United Kingdom,0
13801.0,66,1,324.8,168,3.954347826086957,United Kingdom,1
13802.0,138,3,4599.42,2572,2.6631666666666667,United Kingdom,1
13803.0,254,1,277.07,121,2.922941176470588,United Kingdom,0
13804.0,30,7,2635.79,1498,3.0835036496350363,United Kingdom,1
13805.0,51,2,924.6,1900,0.5930769230769231,United Kingdom,1
13806.0,63,1,256.38,56,5.233,United Kingdom,1
13807.0,366,1,112.6,36,5.15,United Kingdom,0
13808.0,5,5,1747.66,782,3.753157894736842,United Kingdom,1
13809.0,304,1,155.05,29,7.108333333333333,Cyprus,0
13810.0,28,3,1499.01,312,21.278,Germany,1
13811.0,183,3,814.5,68,26.25,Germany,0
13812.0,41,3,539.0,333,3.586111111111111,Germany,1
13813.0,39,4,1366.86,552,4.282608695652174,Germany,1
13814.0,91,2,1579.12,864,3.020701754385965,Germany,1
13815.0,21,4,4027.36,2560,2.566875,Germany,1
13816.0,23,2,571.6700000000001,269,4.742142857142857,Germany,1
13817.0,28,2,382.98,211,3.219583333333333,Germany,1
13819.0,301,3,1140.35,1109,2.003611111111111,United Kingdom,0
13821.0,144,2,385.64,153,3.2916949152542374,United Kingdom,0
13822.0,5,2,632.0,611,1.7905208333333331,United Kingdom,1
13823.0,18,2,957.66,439,3.9205,United Kingdom,1
13824.0,32,5,1698.94,768,2.7528260869565218,United Kingdom,1
13826.0,175,1,189.5,82,5.73,United Kingdom,0
13827.0,57,3,412.05,141,3.7441935483870967,United Kingdom,1
13828.0,21,1,209.49,311,1.9046666666666667,United Kingdom,1
13831.0,15,6,2202.99,745,3.957432432432433,United Kingdom,1
13832.0,18,1,52.2,28,2.283333333333333,United Kingdom,1
13833.0,158,1,384.8,118,4.9,United Kingdom,0
13835.0,24,4,834.57,442,3.2005454545454546,United Kingdom,1
13837.0,211,2,271.24,183,2.1978947368421053,United Kingdom,0
13838.0,5,4,691.73,263,3.102528735632184,United Kingdom,1
13841.0,252,1,85.0,100,0.85,United Kingdom,0
13842.0,58,9,3385.62,1768,4.044271844660194,United Kingdom,1
13844.0,10,1,361.62,196,2.4605,United Kingdom,1
13845.0,64,1,312.98,182,1.9544444444444444,United Kingdom,1
13846.0,24,3,865.0600000000001,388,3.524909090909091,United Kingdom,1
13848.0,91,3,1255.0,3700,0.462,United Kingdom,1
13849.0,51,2,1537.95,1016,3.023960396039604,United Kingdom,1
13850.0,128,1,1595.48,944,2.4186021505376343,United Kingdom,1
13851.0,95,3,2651.46,1705,2.238888888888889,United Kingdom,1
13853.0,56,1,1090.14,312,4.546086956521739,United Kingdom,1
13854.0,8,25,8109.519999999999,2296,4.628363636363637,United Kingdom,1
13856.0,168,3,388.5,494,1.06,United Kingdom,0
13858.0,56,1,216.17,75,4.335454545454545,United Kingdom,1
13859.0,325,1,201.16,129,2.887857142857143,United Kingdom,0
13860.0,0,5,1245.9,591,3.514605263157895,United Kingdom,1
13862.0,17,8,2209.36,1688,1.6970503597122304,United Kingdom,1
13863.0,247,1,305.78,224,2.5965,United Kingdom,0
13865.0,57,4,501.56,204,3.902333333333333,United Kingdom,1
13866.0,73,1,145.67000000000002,57,3.375714285714286,United Kingdom,1
13867.0,30,3,1015.29,513,3.9440983606557376,United Kingdom,1
13868.0,6,2,3192.54,1964,1.854242424242424,United Kingdom,1
13869.0,122,4,3104.95,1721,2.944592833876221,United Kingdom,1
13870.0,1,8,2770.94,1325,3.378608695652174,United Kingdom,1
13871.0,22,13,6403.25,2806,3.760892857142857,United Kingdom,1
13873.0,119,3,389.6,140,4.609565217391304,United Kingdom,1
13874.0,357,1,540.45,180,5.505555555555556,United Kingdom,0
13875.0,53,5,1786.79,1316,1.9584615384615385,United Kingdom,1
13876.0,63,1,122.7,36,5.114285714285714,United Kingdom,1
13877.0,85,1,117.24,108,1.1766666666666663,United Kingdom,1
13878.0,54,1,1281.53,475,4.655277777777778,United Kingdom,1
13880.0,20,13,3219.77,1842,2.68830303030303,United Kingdom,1
13881.0,3,20,17159.52,10118,2.6765168539325845,United Kingdom,1
13882.0,2,5,1191.13,953,3.381846153846154,United Kingdom,1
13883.0,10,5,2674.48,1436,3.3760563380281687,United Kingdom,1
13884.0,6,5,787.6,300,3.5635593220338984,United Kingdom,1
13885.0,188,2,506.8,182,3.960714285714286,United Kingdom,0
13886.0,70,1,243.56,126,3.805,United Kingdom,1
13887.0,203,1,349.55,147,3.8542105263157898,United Kingdom,0
13888.0,119,2,605.63,258,4.1217500000000005,United Kingdom,1
13889.0,92,1,416.9,146,3.8333333333333335,United Kingdom,1
13890.0,0,10,1883.81,831,3.401545454545454,United Kingdom,1
13892.0,26,4,632.97,983,1.1092592592592592,United Kingdom,1
13893.0,297,1,821.1,190,6.199999999999999,United Kingdom,0
13894.0,23,3,564.62,354,2.6707407407407406,United Kingdom,1
13895.0,27,4,2593.07,1365,2.935338983050848,United Kingdom,1
13897.0,49,1,311.16,200,1.9476470588235293,United Kingdom,1
13898.0,325,1,155.93,133,2.6141666666666667,United Kingdom,0
13899.0,15,2,388.52,156,3.031052631578948,United Kingdom,1
13900.0,182,3,740.95,430,3.113720930232558,United Kingdom,0
13901.0,71,5,2867.2,1739,3.7404697986577182,United Kingdom,1
13904.0,36,2,332.64,332,1.323846153846154,United Kingdom,1
13908.0,79,4,2369.55,1478,2.867540983606557,United Kingdom,1
13911.0,56,9,2580.91,2731,2.389189189189189,United Kingdom,1
13914.0,11,2,626.45,380,2.552121212121212,United Kingdom,1
13917.0,49,2,272.04,228,2.022222222222222,United Kingdom,1
13918.0,49,2,1212.84,1140,2.1853333333333333,United Kingdom,1
13919.0,58,2,384.81,474,2.836071428571429,Denmark,1
13922.0,351,1,172.25,93,4.988571428571428,United Kingdom,0
13923.0,53,1,351.13,185,2.9745,United Kingdom,1
13924.0,1,6,1838.85,1575,2.6076068376068373,United Kingdom,1
13925.0,92,4,678.25,331,5.914390243902439,United Kingdom,1
13926.0,22,1,223.85,104,6.533636363636364,United Kingdom,1
13927.0,74,1,348.99,214,2.6957142857142857,United Kingdom,1
13928.0,10,4,464.57,129,5.767407407407408,United Kingdom,1
13929.0,168,2,842.65,143,5.294444444444444,United Kingdom,0
13930.0,57,2,337.34,274,1.6405882352941177,United Kingdom,1
13931.0,95,2,1237.53,725,2.0460344827586208,United Kingdom,1
13932.0,294,1,307.4,72,6.103125,United Kingdom,0
13933.0,108,2,608.7900000000001,205,3.460434782608696,United Kingdom,1
13934.0,263,1,922.1,390,3.1870967741935483,United Kingdom,0
13936.0,179,1,376.58,330,1.5419230769230767,United Kingdom,0
13937.0,168,1,158.85,123,1.6944444444444444,United Kingdom,0
13938.0,34,1,71.66,70,1.012857142857143,United Kingdom,1
13939.0,22,3,568.55,847,1.1835555555555557,United Kingdom,1
13940.0,16,4,839.14,516,3.121428571428571,United Kingdom,1
13941.0,21,5,5112.96,2364,3.858444444444444,United Kingdom,1
13946.0,78,3,561.5699999999999,443,1.679090909090909,United Kingdom,1
13947.0,64,1,90.6,44,2.93,United Kingdom,1
13948.0,360,1,102.0,40,3.95,United Kingdom,0
13949.0,2,6,2427.32,2474,1.456625,United Kingdom,1
13950.0,10,4,745.06,323,4.589714285714285,United Kingdom,1
13951.0,175,3,674.45,459,3.4892307692307694,United Kingdom,0
13952.0,217,2,3251.071,1431,3.98329197080292,United Kingdom,0
13953.0,6,7,3515.68,2724,2.293,United Kingdom,1
13954.0,1,2,439.92,150,5.4508,United Kingdom,1
13955.0,153,2,322.96,154,3.016060606060606,United Kingdom,0
13956.0,4,5,1026.42,491,3.4226973684210527,United Kingdom,1
13959.0,78,3,598.2,357,2.203913043478261,United Kingdom,1
13960.0,20,2,230.22,142,2.105,United Kingdom,1
13962.0,21,2,169.55,87,7.019090909090909,United Kingdom,1
13963.0,307,4,664.54,460,3.268,United Kingdom,0
13967.0,145,1,80.7,42,3.6,United Kingdom,0
13969.0,6,18,9053.94,4542,2.954297124600639,United Kingdom,1
13971.0,18,8,2758.26,1844,2.225167785234899,United Kingdom,1
13972.0,70,2,190.25,187,2.546,United Kingdom,1
13973.0,286,1,264.7,109,3.756363636363636,United Kingdom,0
13974.0,48,1,413.59,249,2.1967857142857143,United Kingdom,1
13975.0,30,6,2526.28,1732,2.195414201183432,United Kingdom,1
13976.0,206,1,357.98,154,3.568,United Kingdom,0
13978.0,14,2,196.79,315,1.2106666666666668,United Kingdom,1
13979.0,72,1,869.87,639,1.8322222222222224,United Kingdom,1
13980.0,59,1,200.14,172,3.914545454545455,United Kingdom,1
13982.0,38,4,1871.81,1136,2.232072072072072,United Kingdom,1
13983.0,29,12,2603.43,1183,6.329999999999999,United Kingdom,1
13984.0,26,5,920.51,679,2.10875,United Kingdom,1
13985.0,3,15,7060.13,3445,2.384498567335244,United Kingdom,1
13986.0,16,1,320.46,430,1.8615384615384616,United Kingdom,1
13988.0,19,6,4147.96,3044,2.99974358974359,United Kingdom,1
13989.0,65,2,1266.08,1313,2.6253658536585367,United Kingdom,1
13990.0,212,1,311.3,190,2.66,United Kingdom,0
13991.0,11,6,855.97,998,1.4925000000000002,United Kingdom,1
13992.0,29,1,76.8,64,1.17,United Kingdom,1
13993.0,42,9,3466.36,900,5.586942148760331,United Kingdom,1
13994.0,3,6,2313.14,940,3.8118064516129033,United Kingdom,1
13995.0,14,5,1393.69,879,2.227558139534884,United Kingdom,1
13999.0,9,12,3901.81,2243,2.274903846153846,United Kingdom,1
14000.0,210,1,635.66,710,1.9493333333333331,United Kingdom,0
14001.0,45,3,2043.08,962,3.536153846153846,United Kingdom,1
14002.0,133,2,529.73,877,2.411489361702128,United Kingdom,1
14004.0,42,7,4582.64,2668,2.8440350877192984,United Kingdom,1
14005.0,9,5,2874.72,2478,2.205238095238095,United Kingdom,1
14006.0,115,3,962.19,641,2.3706666666666667,United Kingdom,1
14009.0,197,2,695.61,365,2.822142857142857,United Kingdom,0
14012.0,277,1,328.8,160,2.8318181818181816,United Kingdom,0
14013.0,109,3,473.02,462,1.3817647058823528,United Kingdom,1
14014.0,76,1,505.18,1076,0.5679487179487179,United Kingdom,1
14015.0,52,1,917.34,378,3.107,United Kingdom,1
14016.0,161,4,4341.21,2125,3.949565217391304,EIRE,0
14019.0,46,3,1421.61,1037,2.414848484848485,United Kingdom,1
14020.0,16,2,642.8,441,2.848974358974359,United Kingdom,1
14021.0,154,3,631.9,192,4.502272727272727,United Kingdom,0
14022.0,224,1,440.0,487,1.2953571428571429,United Kingdom,0
14023.0,6,2,584.07,345,2.870967741935484,United Kingdom,1
14024.0,121,2,327.7,150,3.70125,United Kingdom,1
14027.0,60,1,104.82,62,2.143333333333333,United Kingdom,1
14029.0,62,2,467.66,198,4.366,United Kingdom,1
14030.0,17,8,2360.09,1479,4.054444444444445,United Kingdom,1
14031.0,6,19,17286.86,5788,4.32708,United Kingdom,1
14032.0,1,11,2975.59,2032,2.38993006993007,United Kingdom,1
14034.0,21,3,651.8199999999999,423,2.354494382022472,United Kingdom,1
14035.0,28,5,1428.02,739,2.81030303030303,United Kingdom,1
14036.0,284,1,626.65,268,4.371842105263158,United Kingdom,0
14037.0,175,2,147.20000000000002,46,3.460714285714286,United Kingdom,0
14038.0,77,3,1560.38,965,1.917717391304348,United Kingdom,1
14039.0,32,1,152.2,92,2.033333333333333,United Kingdom,1
14040.0,40,12,3614.92,1554,3.8171063829787233,United Kingdom,1
14041.0,265,1,141.41,94,1.870952380952381,United Kingdom,0
14044.0,26,4,652.82,308,2.5656937799043065,United Kingdom,1
14045.0,108,4,1659.75,535,4.233333333333333,United Kingdom,1
14046.0,283,1,154.99,460,0.5407142857142857,United Kingdom,0
14047.0,8,5,1308.61,381,4.8353125,United Kingdom,1
14048.0,304,1,409.93,288,2.1890588235294115,United Kingdom,0
14049.0,16,4,5681.72,3870,2.570655737704918,United Kingdom,1
14050.0,31,2,746.36,689,1.5387037037037037,United Kingdom,1
14051.0,0,23,15610.39,3756,4.660714285714286,United Kingdom,1
14052.0,19,1,225.36,89,2.882142857142857,United Kingdom,1
14053.0,123,2,260.25,215,1.3775,United Kingdom,1
14054.0,64,1,92.46,62,1.5133333333333334,United Kingdom,1
14055.0,105,1,725.6400000000001,216,4.453,United Kingdom,1
